"","basisOfRecord","scientificName","family","genus","decimalLongitude","decimalLatitude","stateProvince","year","month","country","catalogNumber","institutionCode","county","locality"
"3156","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-119.26277,34.231674,"California",2021,1,"United States of America","OBS1057202749","CLO","Ventura","Santa Clara River Estuary"
"3157","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.22812,32.750957,"California",2021,1,"United States of America","OBS1048261813","CLO","San Diego","Famosa Slough"
"3158","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.626495,37.17769,"California",2021,1,"United States of America","OBS1048305012","CLO","Merced","Merced NWR"
"3159","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.1565,39.42844,"California",2021,1,"United States of America","OBS1041727389","CLO","Glenn","Sacramento NWR--Auto Route & Visitor Center"
"3160","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.3118,37.89233,"California",2021,1,"United States of America","OBS1062523746","CLO","Alameda","Albany Mudflats"
"3161","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-119.8756,34.4136,"California",2021,1,"United States of America","OBS1047180995","CLO","Santa Barbara","Devereux Slough"
"3162","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.26558,33.00566,"California",2021,1,"United States of America","OBS1055587126","CLO","San Diego","San Elijo Lagoon--east of Rios Ave."
"3163","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.045395,33.707493,"California",2021,1,"United States of America","OBS1058572424","CLO","Orange","Bolsa Chica--Brightwater area"
"3164","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.62663,38.548367,"California",2021,1,"United States of America","OBS1049615332","CLO","Yolo","Yolo Bypass Wildlife Area--Auto Tour Route"
"3165","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.58638,37.975124,"California",2021,1,"United States of America","OBS1049718248","CLO","Contra Costa","Holland Tract"
"3166","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.06354,32.546196,"California",2021,1,"United States of America","OBS1058484714","CLO","San Diego","Tijuana River--south of sod farm"
"3167","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.71748,38.665752,"California",2021,1,"United States of America","OBS1057942054","CLO","Yolo","Woodland/Davis WTP"
"3168","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-115.91488,33.503365,"California",2021,1,"United States of America","OBS1063360749","CLO","Riverside","Salton Sea SRA--Headquarters and Campground"
"3169","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.95225,38.11906,"California",2021,1,"United States of America","OBS1050534943","CLO","Marin","Pt. Reyes--Abbotts Lagoon"
"3170","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.71078,39.494186,"California",2021,1,"United States of America","OBS1053057389","CLO","Butte","Richvale Hwy--Richvale East Rd."
"3171","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.78,37.19,"California",2021,1,"United States of America","OBS1044677783","CLO","Merced","San Luis NWR--Waterfowl Tour Route"
"3172","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-115.91488,33.503365,"California",2021,1,"United States of America","OBS1054819320","CLO","Riverside","Salton Sea SRA--Headquarters and Campground"
"3173","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.12549,32.573364,"California",2021,1,"United States of America","OBS1063553769","CLO","San Diego","Tijuana Slough NWR--visitor center & adjacent trails"
"3174","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.84268,33.663727,"California",2021,1,"United States of America","OBS1042574970","CLO","Orange","IRWD San Joaquin Marsh & Wildlife Sanctuary, Irvine"
"3175","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.27245,33.003563,"California",2021,1,"United States of America","OBS1051792243","CLO","San Diego","San Elijo Lagoon--Rios Ave. entrance"
"3176","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.43056,33.970127,"California",2021,1,"United States of America","OBS1060727837","CLO","Los Angeles","Ballona Freshwater Marsh"
"3177","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.84371,33.660988,"California",2021,1,"United States of America","OBS1060733128","CLO","Orange","San Joaquin Wildlife Sanctuary--Fledgling Loop Trail"
"3178","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.626495,37.17769,"California",2021,1,"United States of America","OBS1062864656","CLO","Merced","Merced NWR"
"3179","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.08245,33.981018,"California",2021,1,"United States of America","OBS1060911660","CLO","Los Angeles","San Gabriel Coastal Basin Spreading Grounds"
"3180","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.744774,39.4818,"California",2021,1,"United States of America","OBS1061419563","CLO","Butte","Midway Rd--Richvale to 162"
"3181","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.84268,33.663727,"California",2021,1,"United States of America","OBS1043363378","CLO","Orange","IRWD San Joaquin Marsh & Wildlife Sanctuary, Irvine"
"3182","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.08245,33.981018,"California",2021,1,"United States of America","OBS1056433933","CLO","Los Angeles","San Gabriel Coastal Basin Spreading Grounds"
"3183","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.04605,39.188774,"California",2021,1,"United States of America","OBS1059571804","CLO","Colusa","Colusa NWR--observation deck pond"
"3184","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.4771,41.9,"California",2021,1,"United States of America","OBS1044670574","CLO","Siskiyou","Tule Lake NWR--League of Nations (SIS Co.)"
"3185","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.541824,39.208397,"California",2021,1,"United States of America","OBS1057350321","CLO","Yuba","District 10--Kimball Ln."
"3186","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.065056,32.555016,"California",2021,1,"United States of America","OBS1062617571","CLO","San Diego","Dairy Mart Rd.--main pond"
"3187","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.22812,32.750957,"California",2021,1,"United States of America","OBS1044460149","CLO","San Diego","Famosa Slough"
"3188","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.207375,37.62478,"California",2021,1,"United States of America","OBS1043364792","CLO","Stanislaus","San Joaquin River NWR--Pelican Nature Trail "
"3189","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.12536,32.56339,"California",2021,1,"United States of America","OBS1043427602","CLO","San Diego","Tijuana Slough NWR--South McCoy Trail area"
"3190","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.63392,38.55499,"California",2021,1,"United States of America","OBS1043584022","CLO","Yolo","Yolo Basin--Levee Rd."
"3191","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.6889,38.647747,"California",2021,1,"United States of America","OBS1047763365","CLO","Yolo","Conaway Ranch--CR25 near CR103"
"3192","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.22459,37.49895,"California",2021,1,"United States of America","OBS1048333055","CLO","San Mateo","Bair Island Wildlife Refuge & Trail-Redwood City"
"3193","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.045135,33.696514,"California",2021,1,"United States of America","OBS1056606347","CLO","Orange","Bolsa Chica--walkbridge/inner bay"
"3194","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.05078,39.185154,"California",2021,1,"United States of America","OBS1053965975","CLO","Colusa","Colusa NWR--Auto Tour Route"
"3195","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.47562,34.169453,"California",2021,1,"United States of America","OBS1067535852","CLO","Los Angeles","Los Angeles River--Sepulveda Basin"
"3196","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.62203,37.167942,"California",2021,1,"United States of America","OBS1062865027","CLO","Merced","Merced NWR--Auto Loop"
"3197","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.050735,33.702652,"California",2021,1,"United States of America","OBS1059410797","CLO","Orange","Bolsa Chica Ecological Reserve"
"3198","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.43648,38.25985,"California",2021,1,"United States of America","OBS1059632755","CLO","Sacramento","Cosumnes River Preserve--Cosumnes River Walk"
"3199","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.374695,40.56467,"California",2021,1,"United States of America","OBS1053620534","CLO","Shasta","Henderson Open Space"
"3200","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.20124,37.61921,"California",2021,1,"United States of America","OBS1046734702","CLO","Stanislaus","San Joaquin River NWR"
"3201","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.08111,38.198326,"California",2021,1,"United States of America","OBS1058939667","CLO","Solano","Chadbourne Rd. (SOL Co.)"
"3202","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.62663,38.548367,"California",2021,1,"United States of America","OBS1083912536","CLO","Yolo","Yolo Bypass Wildlife Area--Auto Tour Route"
"3203","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.238945,32.75642,"California",2021,1,"United States of America","OBS1046502520","CLO","San Diego","San Diego River--Robb Field & mudflats"
"3204","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.83614,39.32288,"California",2021,1,"United States of America","OBS1059945061","CLO","Butte","Gray Lodge Wildlife Area"
"3205","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.050735,33.702652,"California",2021,1,"United States of America","OBS1050327707","CLO","Orange","Bolsa Chica Ecological Reserve"
"3206","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.29786,34.157684,"California",2021,1,"United States of America","OBS1063294512","CLO","Los Angeles","Bette Davis Picnic Area"
"3207","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.43728,38.27585,"California",2021,1,"United States of America","OBS1054483077","CLO","Sacramento","Cosumnes River Preserve, Galt US-CA 38.27585, -121.43728"
"3208","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.04574,32.78588,"California",2021,1,"United States of America","OBS1047924073","CLO","San Diego","Lake Murray"
"3209","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.88272,38.026897,"California",2021,1,"United States of America","OBS1058644234","CLO","Marin","Pt. Reyes--Limantour Beach Path"
"3210","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.49584,37.884743,"California",2021,1,"United States of America","OBS1048145888","CLO","Marin","Richardson Bay"
"3211","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.626495,37.17769,"California",2021,1,"United States of America","OBS1232138014","CLO","Merced","Merced NWR"
"3212","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.09738,37.546402,"California",2021,1,"United States of America","OBS1051482542","CLO","Alameda","Don Edwards NWR--No Name Trail"
"3213","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.22963,32.792336,"California",2021,1,"United States of America","OBS1061135971","CLO","San Diego","Kendall-Frost Marsh Reserve"
"3214","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.136734,38.020752,"California",2021,1,"United States of America","OBS1056613953","CLO","Contra Costa","Radke Martinez Regional Shoreline, Martinez US-CA 38.02075, -122.13673"
"3215","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.05078,39.185154,"California",2021,1,"United States of America","OBS1081341836","CLO","Colusa","Colusa NWR--Auto Tour Route"
"3216","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.835754,33.66789,"California",2021,1,"United States of America","OBS1041563989","CLO","Orange","San Joaquin WS - San Diego Creek"
"3217","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.43056,33.970127,"California",2021,1,"United States of America","OBS1041595669","CLO","Los Angeles","Ballona Freshwater Marsh"
"3218","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.62203,37.167942,"California",2021,1,"United States of America","OBS1053289127","CLO","Merced","Merced NWR--Auto Loop"
"3219","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.71748,38.665752,"California",2021,1,"United States of America","OBS1050273358","CLO","Yolo","Woodland/Davis WTP"
"3220","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.95936,37.44031,"California",2021,1,"United States of America","OBS1050296156","CLO","Santa Clara","Don Edwards NWR--Mallard Slough"
"3221","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.35268,39.772594,"California",2021,1,"United States of America","OBS1062789920","CLO","Glenn","Orland Buttes Campground and Rec Area"
"3222","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.84125,35.32675,"California",2021,1,"United States of America","OBS1053290841","CLO","San Luis Obispo","Baywood Pier"
"3223","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.238945,32.75642,"California",2021,1,"United States of America","OBS1054491469","CLO","San Diego","San Diego River--Robb Field & mudflats"
"3224","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.58638,37.975124,"California",2021,1,"United States of America","OBS1054021375","CLO","Contra Costa","Holland Tract"
"3225","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.25672,37.803547,"California",2021,1,"United States of America","OBS1062737139","CLO","Alameda","Lake Merritt"
"3226","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.686935,39.52687,"California",2021,1,"United States of America","OBS1060150395","CLO","Butte","Hwy 99--Nelson Rd to Afterbay"
"3227","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.8238,35.34141,"California",2021,1,"United States of America","OBS1063273084","CLO","San Luis Obispo","Park Ridge Trail Parking Area (use for viewing estuary)"
"3228","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.238945,32.75642,"California",2021,1,"United States of America","OBS1054755317","CLO","San Diego","San Diego River--Robb Field & mudflats"
"3229","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.68001,39.55205,"California",2021,1,"United States of America","OBS1056773934","CLO","Butte","Cottonwood Rd."
"3230","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.52174,38.070225,"California",2021,1,"United States of America","OBS1052273780","CLO","Marin","Hamilton Field Bay Trail"
"3231","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.38379,37.723732,"California",2021,1,"United States of America","OBS1045335218","CLO","San Francisco","Candlestick SRA--Yosemite Slough restoration"
"3232","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.8238,35.34141,"California",2021,1,"United States of America","OBS1063324756","CLO","San Luis Obispo","Park Ridge Trail Parking Area (use for viewing estuary)"
"3233","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.050735,33.702652,"California",2021,1,"United States of America","OBS1047347607","CLO","Orange","Bolsa Chica Ecological Reserve"
"3234","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.04459,39.19189,"California",2021,1,"United States of America","OBS1053092191","CLO","Colusa","Colusa NWR--walking trail"
"3235","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-124.09461,40.85736,"California",2021,1,"United States of America","OBS1057774527","CLO","Humboldt","Arcata Marsh and Wildlife Sanctuary"
"3236","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.6823,34.033386,"California",2021,1,"United States of America","OBS1059274038","CLO","Los Angeles","Malibu Lagoon"
"3237","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.037865,33.70328,"California",2021,1,"United States of America","OBS1056526158","CLO","Orange","Bolsa Chica Wetlands"
"3238","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.620804,38.55179,"California",2021,1,"United States of America","OBS1042564700","CLO","Yolo","Yolo Bypass Wildlife Area"
"3239","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.73647,36.81823,"California",2021,1,"United States of America","OBS1047095514","CLO","Monterey","Elkhorn Slough Reserve (NERR)"
"3240","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.20594,33.804897,"California",2021,1,"United States of America","OBS1058893304","CLO","Los Angeles","Los Angeles River--Willow St."
"3241","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.04418,39.186443,"California",2021,1,"United States of America","OBS1152371254","CLO","Colusa","Colusa NWR"
"3242","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.22812,32.750957,"California",2021,1,"United States of America","OBS1042324839","CLO","San Diego","Famosa Slough"
"3243","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.24738,37.752598,"California",2021,1,"United States of America","OBS1047435404","CLO","Alameda","Elsie Roemer Bird Sanctuary"
"3244","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.045135,33.696514,"California",2021,1,"United States of America","OBS1063592968","CLO","Orange","Bolsa Chica--walkbridge/inner bay"
"3245","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.06619,33.872128,"California",2021,1,"United States of America","OBS1061671049","CLO","Riverside","Mystic Lake"
"3246","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.06011,34.03189,"California",2021,1,"United States of America","OBS1041809831","CLO","Los Angeles","Legg Lake"
"3247","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.238945,32.75642,"California",2021,1,"United States of America","OBS1058149197","CLO","San Diego","San Diego River--Robb Field & mudflats"
"3248","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-119.59827,35.763157,"California",2021,1,"United States of America","OBS1046040924","CLO","Kern","Kern NWR--North Auto Tour Route"
"3249","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.626495,37.17769,"California",2021,1,"United States of America","OBS1042435870","CLO","Merced","Merced NWR"
"3250","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.050735,33.702652,"California",2021,1,"United States of America","OBS1048265871","CLO","Orange","Bolsa Chica Ecological Reserve"
"3251","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.07963,33.984276,"California",2021,1,"United States of America","OBS1063162525","CLO","Los Angeles","6204 Rimbank Ave, Pico Rivera US-CA (33.9843,-118.0796)"
"3252","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.8418,35.344524,"California",2021,1,"United States of America","OBS1041457020","CLO","San Luis Obispo","Morro Bay SP--Marina/Boardwalk Trail"
"3253","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-124.120575,40.945385,"California",2021,1,"United States of America","OBS1045239515","CLO","Humboldt","Hiller Park and Mad River Bluffs"
"3254","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.17191,39.405434,"California",2021,1,"United States of America","OBS1059019253","CLO","Glenn","Sacramento NWR"
"3255","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.093605,33.756493,"California",2021,1,"United States of America","OBS1055832610","CLO","Orange","Los Alamitos Retarding Basin"
"3256","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.84268,33.663727,"California",2021,1,"United States of America","OBS1044251089","CLO","Orange","IRWD San Joaquin Marsh & Wildlife Sanctuary, Irvine"
"3257","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.90962,39.604992,"California",2021,1,"United States of America","OBS1055463138","CLO","Butte","Sacramento River NWR--Llano Seco Unit (viewing platform)"
"3258","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.62663,38.548367,"California",2021,1,"United States of America","OBS1042865350","CLO","Yolo","Yolo Bypass Wildlife Area--Auto Tour Route"
"3259","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.777435,39.474216,"California",2021,1,"United States of America","OBS1059397617","CLO","Butte","Wickman Rd--north of 162"
"3260","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.96148,37.433464,"California",2021,1,"United States of America","OBS1050416175","CLO","Santa Clara","Don Edwards NWR--entrance road (Grand Blvd.) between tracks and gate"
"3261","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.474556,39.218792,"California",2021,1,"United States of America","OBS1045943392","CLO","Yuba","Browns Valley Rd.--ag fields"
"3262","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-119.264915,34.234158,"California",2021,1,"United States of America","OBS1056740436","CLO","Ventura","Santa Clara River Mouth"
"3263","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.065056,32.555016,"California",2021,1,"United States of America","OBS1041798446","CLO","San Diego","Dairy Mart Rd.--main pond"
"3264","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.29739,38.011845,"California",2021,1,"United States of America","OBS1052998150","CLO","Contra Costa","Bayfront Park (CC Co.)"
"3265","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.89563,33.670605,"California",2021,1,"United States of America","OBS1057236732","CLO","Orange","Te Winkle Park"
"3266","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.050735,33.702652,"California",2021,1,"United States of America","OBS1057343201","CLO","Orange","Bolsa Chica Ecological Reserve"
"3267","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-115.9383,33.5191,"California",2021,1,"United States of America","OBS1054666080","CLO","Riverside","Salton Sea--North Shore marina"
"3268","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.25007,37.521053,"California",2021,1,"United States of America","OBS1058071712","CLO","San Mateo","Nob Hill Pond"
"3269","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.83614,39.32288,"California",2021,1,"United States of America","OBS1048199899","CLO","Butte","Gray Lodge Wildlife Area"
"3270","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.09231,37.561844,"California",2021,1,"United States of America","OBS1109574477","CLO","Alameda","Alameda Creek Trail--Coyote Hills Regional Park"
"3271","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.62203,37.167942,"California",2021,1,"United States of America","OBS1048303213","CLO","Merced","Merced NWR--Auto Loop"
"3272","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.24738,37.752598,"California",2021,1,"United States of America","OBS1058075196","CLO","Alameda","Elsie Roemer Bird Sanctuary"
"3273","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.107735,37.458763,"California",2021,1,"United States of America","OBS1048183946","CLO","Santa Clara","Baylands Nature Preserve, Palo Alto US-CA (37.4588,-122.1077)"
"3274","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.2731,38.18011,"California",2021,1,"United States of America","OBS1048191965","CLO","Napa","American Canyon Wetlands"
"3275","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-119.8756,34.4136,"California",2021,1,"United States of America","OBS1047972686","CLO","Santa Barbara","Devereux Slough"
"3276","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.08245,33.981018,"California",2021,1,"United States of America","OBS1049523008","CLO","Los Angeles","San Gabriel Coastal Basin Spreading Grounds"
"3277","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.43184,38.275787,"California",2021,1,"United States of America","OBS1062756855","CLO","Sacramento","Desmond Rd."
"3278","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.8418,35.344524,"California",2021,1,"United States of America","OBS1049851439","CLO","San Luis Obispo","Morro Bay SP--Marina/Boardwalk Trail"
"3279","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.06344,32.55091,"California",2021,1,"United States of America","OBS1050975643","CLO","San Diego","Dairy Mart Rd.--south ponds"
"3280","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-115.91488,33.503365,"California",2021,1,"United States of America","OBS1055654813","CLO","Riverside","Salton Sea SRA--Headquarters and Campground"
"3281","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.95946,37.438915,"California",2021,1,"United States of America","OBS1043646776","CLO","Santa Clara","Don Edwards NWR--Env. Ed. Ctr. (EEC) and nearby upland areas"
"3282","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-119.881836,34.413677,"California",2021,1,"United States of America","OBS1043771560","CLO","Santa Barbara","Dune Pond at COPR"
"3283","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.53662,39.265106,"California",2021,1,"United States of America","OBS1053095218","CLO","Yuba","2014 Ramirez Rd, Marysville US-CA 39.26511, -121.53662"
"3284","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.04057,39.192326,"California",2021,1,"United States of America","OBS1048882968","CLO","Colusa","Colusa National Wildlife Refuge, Colusa US-CA 39.19233, -122.04057"
"3285","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.65202,39.455166,"California",2021,1,"United States of America","OBS1049045296","CLO","Butte","Thermalito Afterbay--south levee"
"3286","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.117874,33.767723,"California",2021,1,"United States of America","OBS1049200770","CLO","Los Angeles","Sim's Pond Bio Preserve"
