"","flight_joined.origin","flight_joined.year","flight_joined.month","flight_joined.day"
"30359","JFK",2013,3,19
"30360","LGA",2013,7,31
"30361","LGA",2013,4,13
"30362","LGA",2013,7,8
"30363","LGA",2013,11,19
"30364","JFK",2013,6,24
"30365","JFK",2013,3,27
"30366","JFK",2013,1,22
"30367","LGA",2013,9,19
"30368","JFK",2013,7,13
"30369","JFK",2013,9,7
"30370","EWR",2013,6,8
"30371","JFK",2013,1,6
"30372","LGA",2013,9,30
"30373","JFK",2013,8,29
"30374","LGA",2013,6,10
"30375","JFK",2013,6,1
"30376","LGA",2013,2,16
"30377","EWR",2013,9,20
"30378","EWR",2013,1,22
"30379","JFK",2013,7,17
"30380","EWR",2013,5,5
"30381","JFK",2013,11,4
"30382","JFK",2013,5,16
"30383","EWR",2013,1,22
"30384","EWR",2013,3,1
"30385","LGA",2013,10,23
"30386","JFK",2013,7,11
"30387","EWR",2013,1,27
"30388","JFK",2013,9,20
"30389","EWR",2013,2,17
"30390","JFK",2013,4,1
"30391","EWR",2013,12,30
"30392","JFK",2013,3,23
"30393","JFK",2013,5,17
"30394","EWR",2013,6,20
"30395","LGA",2013,11,12
"30396","EWR",2013,12,2
"30397","LGA",2013,7,16
"30398","JFK",2013,8,21
"30399","JFK",2013,3,16
"30400","LGA",2013,12,8
"30401","LGA",2013,1,11
"30402","EWR",2013,4,30
"30403","LGA",2013,4,3
"30404","LGA",2013,12,12
"30405","JFK",2013,10,13
"30406","JFK",2013,12,24
"30407","LGA",2013,2,24
"30408","JFK",2013,8,23
"30409","JFK",2013,4,26
"30410","LGA",2013,12,24
"30411","EWR",2013,10,24
"30412","EWR",2013,11,22
"30413","LGA",2013,2,27
"30414","LGA",2013,7,16
"30415","EWR",2013,4,3
"30416","EWR",2013,1,2
"30417","LGA",2013,8,25
"30418","JFK",2013,4,21
"30419","LGA",2013,7,1
"30420","JFK",2013,2,7
"30421","EWR",2013,12,1
"30422","LGA",2013,1,14
"30423","JFK",2013,12,19
"30424","LGA",2013,7,15
"30425","LGA",2013,1,12
"30426","JFK",2013,11,1
"30427","JFK",2013,6,17
"30428","EWR",2013,6,18
"30429","JFK",2013,4,6
"30430","EWR",2013,5,8
"30431","EWR",2013,5,16
"30432","LGA",2013,9,30
"30433","JFK",2013,12,25
"30434","JFK",2013,12,9
"30435","JFK",2013,6,7
"30436","JFK",2013,1,28
"30437","LGA",2013,7,10
"30438","LGA",2013,6,5
"30439","LGA",2013,8,29
"30440","LGA",2013,9,26
"30441","LGA",2013,10,14
"30442","LGA",2013,6,12
"30443","EWR",2013,5,2
"30444","JFK",2013,11,26
"30445","JFK",2013,9,25
"30446","LGA",2013,5,15
"30447","LGA",2013,2,27
"30448","JFK",2013,6,17
"30449","JFK",2013,7,21
"30450","LGA",2013,6,26
"30451","EWR",2013,5,22
"30452","JFK",2013,8,26
"30453","LGA",2013,10,5
"30454","EWR",2013,8,29
"30455","EWR",2013,8,10
"30456","EWR",2013,3,13
"30457","EWR",2013,4,18
"30458","LGA",2013,3,1
"30459","EWR",2013,8,24
"30460","JFK",2013,8,27
"30461","JFK",2013,4,3
"30462","JFK",2013,9,21
"30463","EWR",2013,12,26
"30464","LGA",2013,11,14
"30465","LGA",2013,12,21
"30466","LGA",2013,6,12
"30467","EWR",2013,11,10
"30468","LGA",2013,10,8
"30469","LGA",2013,10,27
"30470","JFK",2013,7,6
"30471","EWR",2013,2,1
"30472","LGA",2013,4,23
"30473","JFK",2013,6,26
"30474","LGA",2013,3,20
"30475","JFK",2013,10,14
"30476","LGA",2013,12,29
"30477","LGA",2013,1,11
"30478","LGA",2013,12,27
"30479","JFK",2013,3,31
"30480","EWR",2013,2,28
"30481","JFK",2013,5,22
"30482","JFK",2013,5,27
"30483","LGA",2013,12,18
"30484","EWR",2013,7,10
"30485","JFK",2013,11,30
"30486","LGA",2013,3,10
"30487","EWR",2013,3,11
"30488","JFK",2013,8,26
"30489","LGA",2013,6,4
"30490","EWR",2013,6,30
"30491","LGA",2013,12,23
"30492","LGA",2013,3,14
"30493","EWR",2013,11,9
"30494","JFK",2013,12,28
"30495","EWR",2013,3,15
"30496","EWR",2013,12,9
"30497","JFK",2013,12,4
"30498","EWR",2013,7,31
"30499","EWR",2013,8,29
"30500","JFK",2013,1,25
"30501","JFK",2013,5,12
"30502","EWR",2013,8,3
"30503","JFK",2013,1,13
"30504","JFK",2013,2,26
"30505","LGA",2013,1,23
"30506","LGA",2013,8,30
"30507","JFK",2013,10,28
"30508","EWR",2013,3,20
"30509","EWR",2013,3,18
"30510","JFK",2013,11,12
"30511","JFK",2013,3,19
"30512","EWR",2013,3,22
"30513","EWR",2013,3,14
"30514","JFK",2013,6,8
"30515","EWR",2013,2,4
"30516","EWR",2013,5,9
"30517","JFK",2013,8,27
"30518","JFK",2013,3,10
"30519","EWR",2013,6,20
"30520","JFK",2013,5,21
"30521","EWR",2013,8,14
"30522","LGA",2013,4,7
"30523","EWR",2013,2,18
"30524","LGA",2013,5,7
"30525","JFK",2013,7,5
"30526","LGA",2013,3,28
"30527","EWR",2013,2,20
"30528","EWR",2013,3,23
"30529","JFK",2013,11,2
"30530","EWR",2013,12,3
"30531","LGA",2013,6,24
"30532","JFK",2013,5,22
"30533","EWR",2013,9,27
"30534","LGA",2013,3,13
"30535","JFK",2013,10,6
"30536","LGA",2013,4,30
"30537","LGA",2013,7,27
"30538","JFK",2013,11,22
"30539","EWR",2013,12,11
"30540","EWR",2013,2,21
"30541","LGA",2013,8,23
"30542","LGA",2013,8,22
"30543","JFK",2013,3,21
"30544","EWR",2013,5,1
"30545","LGA",2013,4,27
"30546","LGA",2013,10,17
"30547","EWR",2013,3,10
"30548","EWR",2013,10,8
"30549","EWR",2013,1,15
"30550","EWR",2013,3,12
"30551","JFK",2013,4,25
"30552","EWR",2013,3,4
"30553","JFK",2013,12,15
"30554","EWR",2013,4,21
"30555","LGA",2013,8,14
"30556","EWR",2013,1,8
"30557","EWR",2013,7,29
"30558","LGA",2013,10,7
"30559","EWR",2013,12,25
"30560","EWR",2013,4,4
"30561","JFK",2013,4,16
"30562","EWR",2013,1,11
"30563","JFK",2013,3,8
"30564","LGA",2013,10,22
"30565","JFK",2013,6,16
"30566","EWR",2013,6,18
"30567","LGA",2013,9,4
"30568","EWR",2013,1,17
"30569","JFK",2013,10,20
"30570","JFK",2013,9,28
"30571","LGA",2013,9,23
"30572","EWR",2013,5,26
"30573","JFK",2013,12,30
"30574","LGA",2013,11,18
"30575","JFK",2013,3,7
"30576","JFK",2013,5,6
"30577","LGA",2013,1,28
"30578","LGA",2013,12,15
"30579","LGA",2013,6,22
"30580","EWR",2013,10,16
"30581","EWR",2013,3,23
"30582","EWR",2013,3,26
"30583","LGA",2013,3,2
"30584","JFK",2013,7,21
"30585","EWR",2013,11,5
"30586","EWR",2013,3,23
"30587","JFK",2013,1,23
"30588","EWR",2013,12,1
"30589","JFK",2013,6,3
"30590","LGA",2013,6,22
"30591","JFK",2013,10,10
"30592","JFK",2013,10,4
"30593","EWR",2013,5,4
"30594","LGA",2013,7,9
"30595","LGA",2013,1,11
"30596","EWR",2013,11,30
"30597","EWR",2013,9,5
"30598","LGA",2013,7,24
"30599","JFK",2013,4,18
"30600","LGA",2013,2,9
"30601","LGA",2013,2,21
"30602","EWR",2013,3,16
"30603","EWR",2013,10,13
"30604","EWR",2013,1,8
"30605","JFK",2013,11,6
"30606","LGA",2013,4,29
"30607","EWR",2013,7,19
"30608","JFK",2013,11,3
"30609","EWR",2013,11,25
"30610","EWR",2013,3,31
"30611","JFK",2013,1,13
"30612","EWR",2013,7,1
"30613","JFK",2013,1,30
"30614","LGA",2013,3,5
"30615","EWR",2013,10,11
"30616","JFK",2013,3,28
"30617","JFK",2013,1,29
"30618","JFK",2013,7,1
"30619","LGA",2013,2,24
"30620","LGA",2013,9,18
"30621","JFK",2013,10,19
"30622","LGA",2013,4,1
"30623","LGA",2013,12,13
"30624","JFK",2013,1,2
"30625","EWR",2013,8,5
"30626","LGA",2013,1,21
"30627","LGA",2013,3,13
"30628","JFK",2013,7,4
"30629","JFK",2013,9,12
"30630","EWR",2013,11,14
"30631","LGA",2013,8,25
"30632","EWR",2013,8,15
"30633","EWR",2013,9,24
"30634","JFK",2013,8,23
"30635","EWR",2013,11,12
"30636","EWR",2013,8,13
"30637","LGA",2013,4,4
"30638","JFK",2013,2,23
"30639","EWR",2013,4,24
"30640","EWR",2013,6,26
"30641","EWR",2013,4,6
"30642","LGA",2013,1,28
"30643","LGA",2013,11,22
"30644","EWR",2013,2,4
"30645","JFK",2013,4,27
"30646","EWR",2013,1,23
"30647","JFK",2013,2,18
"30648","LGA",2013,3,15
"30649","LGA",2013,9,8
"30650","LGA",2013,3,31
"30651","EWR",2013,9,20
"30652","EWR",2013,11,22
"30653","LGA",2013,4,7
"30654","JFK",2013,4,9
"30655","JFK",2013,9,5
"30656","EWR",2013,12,5
"30657","JFK",2013,11,20
"30658","JFK",2013,2,21
"30659","JFK",2013,8,19
"30660","LGA",2013,12,3
"30661","JFK",2013,10,28
"30662","EWR",2013,2,23
"30663","LGA",2013,6,14
"30664","EWR",2013,7,23
"30665","EWR",2013,6,11
"30666","JFK",2013,12,11
"30667","LGA",2013,10,15
"30668","JFK",2013,1,21
"30669","LGA",2013,5,20
"30670","JFK",2013,11,24
"30671","JFK",2013,4,24
"30672","JFK",2013,3,8
"30673","EWR",2013,5,3
"30674","LGA",2013,1,18
"30675","LGA",2013,2,23
"30676","JFK",2013,2,8
"30677","EWR",2013,10,29
"30678","LGA",2013,6,13
"30679","EWR",2013,5,1
"30680","EWR",2013,10,14
"30681","LGA",2013,12,2
"30682","EWR",2013,8,1
"30683","JFK",2013,1,30
"30684","EWR",2013,1,26
"30685","JFK",2013,6,21
"30686","LGA",2013,3,24
"30687","LGA",2013,6,7
"30688","EWR",2013,4,4
"30689","EWR",2013,1,7
"30690","EWR",2013,7,4
"30691","LGA",2013,7,6
"30692","JFK",2013,5,7
"30693","LGA",2013,11,13
"30694","LGA",2013,11,18
"30695","EWR",2013,9,18
"30696","JFK",2013,8,17
"30697","EWR",2013,11,19
"30698","LGA",2013,9,11
"30699","JFK",2013,3,29
"30700","EWR",2013,1,10
"30701","LGA",2013,3,29
"30702","LGA",2013,7,26
"30703","EWR",2013,3,23
"30704","JFK",2013,6,1
"30705","JFK",2013,10,10
"30706","EWR",2013,9,8
"30707","EWR",2013,4,10
"30708","EWR",2013,10,19
"30709","EWR",2013,1,12
"30710","JFK",2013,2,10
"30711","JFK",2013,6,28
"30712","EWR",2013,6,18
"30713","EWR",2013,8,30
"30714","LGA",2013,11,25
"30715","LGA",2013,1,1
"30716","LGA",2013,4,20
"30717","JFK",2013,9,5
"30718","LGA",2013,11,5
"30719","LGA",2013,11,2
"30720","LGA",2013,9,24
"30721","EWR",2013,2,28
"30722","JFK",2013,5,10
"30723","LGA",2013,2,6
"30724","JFK",2013,12,27
"30725","EWR",2013,1,31
"30726","LGA",2013,8,24
"30727","LGA",2013,2,19
"30728","LGA",2013,10,21
"30729","LGA",2013,11,6
"30730","JFK",2013,4,22
"30731","LGA",2013,3,28
"30732","LGA",2013,5,9
"30733","EWR",2013,4,22
"30734","LGA",2013,10,24
"30735","EWR",2013,8,25
"30736","EWR",2013,12,19
"30737","JFK",2013,2,17
"30738","EWR",2013,12,18
"30739","JFK",2013,3,15
"30740","EWR",2013,8,13
"30741","LGA",2013,5,2
"30742","JFK",2013,9,16
"30743","JFK",2013,8,3
"30744","JFK",2013,9,10
"30745","EWR",2013,11,27
"30746","LGA",2013,2,14
"30747","EWR",2013,5,16
"30748","LGA",2013,10,24
"30749","EWR",2013,2,17
"30750","LGA",2013,3,5
"30751","EWR",2013,3,29
"30752","JFK",2013,7,24
"30753","LGA",2013,9,30
"30754","LGA",2013,3,20
"30755","JFK",2013,3,27
"30756","EWR",2013,2,20
"30757","EWR",2013,7,8
"30758","JFK",2013,11,6
"30759","JFK",2013,6,4
"30760","JFK",2013,1,27
"30761","LGA",2013,11,7
"30762","JFK",2013,8,29
"30763","JFK",2013,6,12
"30764","EWR",2013,8,19
"30765","LGA",2013,11,29
"30766","LGA",2013,6,21
"30767","EWR",2013,9,11
"30768","EWR",2013,10,28
"30769","JFK",2013,10,18
"30770","EWR",2013,5,10
"30771","LGA",2013,3,13
"30772","LGA",2013,12,10
"30773","JFK",2013,10,10
"30774","JFK",2013,7,31
"30775","EWR",2013,12,5
"30776","EWR",2013,4,3
"30777","LGA",2013,6,11
"30778","LGA",2013,11,16
"30779","LGA",2013,4,23
"30780","JFK",2013,8,12
"30781","JFK",2013,5,4
"30782","LGA",2013,4,23
"30783","EWR",2013,1,2
"30784","JFK",2013,5,29
"30785","EWR",2013,9,2
"30786","JFK",2013,5,29
"30787","EWR",2013,7,19
"30788","JFK",2013,12,15
"30789","JFK",2013,2,19
"30790","LGA",2013,1,9
"30791","EWR",2013,8,4
"30792","LGA",2013,3,14
"30793","EWR",2013,3,16
"30794","EWR",2013,11,22
"30795","JFK",2013,7,31
"30796","JFK",2013,5,28
"30797","JFK",2013,12,1
"30798","EWR",2013,5,23
"30799","LGA",2013,1,22
"30800","JFK",2013,12,16
"30801","EWR",2013,4,14
"30802","JFK",2013,4,7
"30803","EWR",2013,7,12
"30804","EWR",2013,5,29
"30805","JFK",2013,1,21
"30806","JFK",2013,1,25
"30807","EWR",2013,6,19
"30808","LGA",2013,5,25
"30809","EWR",2013,6,23
"30810","LGA",2013,8,24
"30811","LGA",2013,10,6
"30812","EWR",2013,4,1
"30813","LGA",2013,9,9
"30814","EWR",2013,4,12
"30815","JFK",2013,8,20
"30816","EWR",2013,6,9
"30817","JFK",2013,6,17
"30818","EWR",2013,11,8
"30819","LGA",2013,8,30
"30820","EWR",2013,1,4
"30821","JFK",2013,8,3
"30822","JFK",2013,3,8
"30823","LGA",2013,10,5
"30824","LGA",2013,10,21
"30825","JFK",2013,1,1
"30826","JFK",2013,10,25
"30827","EWR",2013,9,3
"30828","JFK",2013,9,19
"30829","LGA",2013,5,5
"30830","EWR",2013,6,1
"30831","LGA",2013,9,5
"30832","EWR",2013,9,3
"30833","LGA",2013,11,15
"30834","JFK",2013,5,2
"30835","EWR",2013,1,11
"30836","JFK",2013,8,11
"30837","JFK",2013,2,23
"30838","LGA",2013,3,28
"30839","LGA",2013,12,8
"30840","EWR",2013,2,12
"30841","LGA",2013,7,18
"30842","JFK",2013,8,12
"30843","EWR",2013,2,6
"30844","EWR",2013,8,14
"30845","EWR",2013,5,29
"30846","JFK",2013,8,28
"30847","JFK",2013,3,19
"30848","EWR",2013,10,11
"30849","EWR",2013,11,16
"30850","JFK",2013,6,15
"30851","LGA",2013,12,18
"30852","LGA",2013,5,13
"30853","JFK",2013,2,7
"30854","EWR",2013,6,5
"30855","EWR",2013,9,5
"30856","JFK",2013,1,29
"30857","EWR",2013,7,12
"30858","JFK",2013,9,6
"30859","JFK",2013,4,20
"30860","LGA",2013,3,30
"30861","LGA",2013,6,13
"30862","JFK",2013,9,4
"30863","JFK",2013,6,29
"30864","JFK",2013,4,28
"30865","EWR",2013,6,19
"30866","LGA",2013,9,18
"30867","EWR",2013,5,1
"30868","LGA",2013,2,18
"30869","EWR",2013,1,7
"30870","EWR",2013,12,8
"30871","EWR",2013,6,29
"30872","JFK",2013,8,4
"30873","EWR",2013,9,21
"30874","EWR",2013,2,25
"30875","EWR",2013,6,26
"30876","EWR",2013,1,25
"30877","EWR",2013,10,24
"30878","JFK",2013,8,31
"30879","EWR",2013,3,23
"30880","JFK",2013,11,16
"30881","LGA",2013,5,18
"30882","LGA",2013,10,24
"30883","EWR",2013,7,28
"30884","JFK",2013,4,1
"30885","EWR",2013,12,18
"30886","JFK",2013,11,2
"30887","LGA",2013,9,24
"30888","LGA",2013,8,3
"30889","JFK",2013,4,16
"30890","LGA",2013,11,20
"30891","EWR",2013,5,7
"30892","JFK",2013,7,19
"30893","JFK",2013,1,28
"30894","EWR",2013,5,2
"30895","JFK",2013,7,16
"30896","JFK",2013,10,6
"30897","JFK",2013,9,24
"30898","JFK",2013,2,4
"30899","EWR",2013,8,24
"30900","LGA",2013,10,1
"30901","EWR",2013,12,7
"30902","EWR",2013,6,28
"30903","JFK",2013,9,27
"30904","JFK",2013,2,12
"30905","LGA",2013,9,15
"30906","JFK",2013,1,2
"30907","LGA",2013,7,12
"30908","JFK",2013,11,8
"30909","JFK",2013,4,14
"30910","EWR",2013,9,13
"30911","EWR",2013,6,16
"30912","EWR",2013,1,14
"30913","JFK",2013,10,17
"30914","JFK",2013,3,22
"30915","EWR",2013,2,27
"30916","LGA",2013,4,4
"30917","LGA",2013,9,13
"30918","LGA",2013,7,22
"30919","LGA",2013,10,15
"30920","LGA",2013,6,29
"30921","LGA",2013,9,24
"30922","JFK",2013,8,23
"30923","EWR",2013,5,28
"30924","LGA",2013,9,30
"30925","EWR",2013,3,11
"30926","JFK",2013,12,21
"30927","LGA",2013,10,8
"30928","LGA",2013,12,19
"30929","LGA",2013,12,25
"30930","EWR",2013,12,15
"30931","JFK",2013,7,1
"30932","JFK",2013,10,16
"30933","LGA",2013,6,17
"30934","JFK",2013,4,29
"30935","JFK",2013,5,27
"30936","JFK",2013,2,25
"30937","JFK",2013,9,9
"30938","EWR",2013,8,3
"30939","EWR",2013,7,12
"30940","JFK",2013,4,20
"30941","EWR",2013,11,15
"30942","LGA",2013,7,18
"30943","LGA",2013,8,15
"30944","EWR",2013,6,10
"30945","LGA",2013,4,25
"30946","LGA",2013,10,21
"30947","EWR",2013,3,4
"30948","JFK",2013,12,23
"30949","JFK",2013,12,28
"30950","EWR",2013,1,27
"30951","LGA",2013,3,8
"30952","EWR",2013,4,20
"30953","EWR",2013,9,11
"30954","EWR",2013,11,8
"30955","LGA",2013,10,12
"30956","EWR",2013,7,30
"30957","LGA",2013,10,10
"30958","JFK",2013,12,23
"30959","JFK",2013,3,8
"30960","JFK",2013,2,25
"30961","EWR",2013,7,14
"30962","LGA",2013,6,21
"30963","EWR",2013,5,8
"30964","LGA",2013,12,27
"30965","EWR",2013,9,14
"30966","JFK",2013,1,26
"30967","JFK",2013,6,16
"30968","LGA",2013,10,1
"30969","LGA",2013,8,2
"30970","EWR",2013,2,10
"30971","LGA",2013,10,9
"30972","EWR",2013,2,8
"30973","LGA",2013,1,15
"30974","EWR",2013,10,13
"30975","EWR",2013,2,24
"30976","EWR",2013,1,6
"30977","EWR",2013,11,10
"30978","JFK",2013,12,3
"30979","LGA",2013,2,18
"30980","LGA",2013,8,20
"30981","EWR",2013,5,10
"30982","EWR",2013,3,1
"30983","JFK",2013,4,26
"30984","EWR",2013,8,4
"30985","EWR",2013,6,28
"30986","JFK",2013,8,7
"30987","JFK",2013,2,24
"30988","EWR",2013,9,11
"30989","JFK",2013,8,30
"30990","JFK",2013,7,19
"30991","JFK",2013,10,16
"30992","LGA",2013,8,2
"30993","JFK",2013,8,31
"30994","JFK",2013,6,10
"30995","JFK",2013,10,1
"30996","LGA",2013,9,5
"30997","EWR",2013,4,27
"30998","LGA",2013,1,24
"30999","LGA",2013,2,12
"31000","JFK",2013,9,6
"31001","JFK",2013,6,15
"31002","LGA",2013,5,18
"31003","EWR",2013,5,21
"31004","LGA",2013,1,15
"31005","LGA",2013,5,8
"31006","JFK",2013,11,6
"31007","LGA",2013,6,25
"31008","LGA",2013,3,8
"31009","LGA",2013,7,29
"31010","LGA",2013,9,20
"31011","EWR",2013,7,18
"31012","EWR",2013,12,9
"31013","EWR",2013,3,15
"31014","JFK",2013,2,17
"31015","JFK",2013,8,3
"31016","JFK",2013,5,13
"31017","JFK",2013,4,7
"31018","LGA",2013,3,20
"31019","JFK",2013,9,28
"31020","LGA",2013,5,15
"31021","LGA",2013,5,27
"31022","EWR",2013,2,5
"31023","EWR",2013,3,5
"31024","EWR",2013,4,9
"31025","EWR",2013,8,6
"31026","LGA",2013,1,29
"31027","JFK",2013,12,25
"31028","LGA",2013,1,25
"31029","EWR",2013,5,28
"31030","LGA",2013,12,1
"31031","JFK",2013,7,4
"31032","EWR",2013,3,24
"31033","LGA",2013,5,5
"31034","EWR",2013,11,30
"31035","LGA",2013,12,7
"31036","JFK",2013,1,6
"31037","EWR",2013,11,23
"31038","LGA",2013,1,2
"31039","EWR",2013,8,25
"31040","EWR",2013,11,11
"31041","EWR",2013,3,20
"31042","EWR",2013,3,19
"31043","JFK",2013,1,23
"31044","JFK",2013,11,16
"31045","LGA",2013,1,15
"31046","JFK",2013,10,9
"31047","LGA",2013,3,12
"31048","EWR",2013,11,15
"31049","LGA",2013,2,1
"31050","EWR",2013,7,20
"31051","EWR",2013,12,22
"31052","EWR",2013,1,9
"31053","EWR",2013,9,24
"31054","EWR",2013,4,4
"31055","JFK",2013,10,26
"31056","EWR",2013,11,22
"31057","LGA",2013,5,22
"31058","EWR",2013,5,12
"31059","EWR",2013,5,28
"31060","LGA",2013,7,29
"31061","EWR",2013,3,24
"31062","LGA",2013,7,26
"31063","JFK",2013,12,27
"31064","EWR",2013,11,18
"31065","EWR",2013,12,19
"31066","EWR",2013,2,7
"31067","JFK",2013,11,7
"31068","LGA",2013,6,3
"31069","EWR",2013,1,4
"31070","EWR",2013,2,4
"31071","LGA",2013,3,18
"31072","LGA",2013,4,4
"31073","LGA",2013,4,1
"31074","JFK",2013,7,5
"31075","EWR",2013,11,25
"31076","EWR",2013,8,13
"31077","JFK",2013,7,17
"31078","LGA",2013,11,14
"31079","LGA",2013,9,19
"31080","EWR",2013,8,19
"31081","EWR",2013,9,19
"31082","EWR",2013,10,19
"31083","EWR",2013,11,26
"31084","JFK",2013,4,17
"31085","LGA",2013,6,21
"31086","EWR",2013,11,21
"31087","LGA",2013,11,25
"31088","JFK",2013,8,31
"31089","JFK",2013,8,13
"31090","JFK",2013,11,18
"31091","JFK",2013,3,16
"31092","EWR",2013,1,22
"31093","LGA",2013,8,21
"31094","LGA",2013,4,22
"31095","LGA",2013,9,19
"31096","JFK",2013,7,15
"31097","JFK",2013,3,12
"31098","EWR",2013,4,14
"31099","JFK",2013,9,5
"31100","JFK",2013,2,14
"31101","EWR",2013,10,31
"31102","EWR",2013,12,20
"31103","EWR",2013,6,29
"31104","EWR",2013,2,20
"31105","LGA",2013,8,4
"31106","LGA",2013,7,16
"31107","JFK",2013,9,5
"31108","EWR",2013,2,23
"31109","EWR",2013,11,24
"31110","JFK",2013,4,28
"31111","LGA",2013,7,26
"31112","JFK",2013,4,10
"31113","LGA",2013,11,12
"31114","EWR",2013,9,17
"31115","EWR",2013,6,1
"31116","LGA",2013,11,19
"31117","EWR",2013,12,11
"31118","JFK",2013,5,20
"31119","JFK",2013,3,28
"31120","JFK",2013,9,27
"31121","JFK",2013,4,12
"31122","EWR",2013,5,13
"31123","LGA",2013,6,18
"31124","LGA",2013,2,1
"31125","LGA",2013,4,21
"31126","EWR",2013,12,2
"31127","EWR",2013,9,13
"31128","LGA",2013,2,5
"31129","JFK",2013,11,25
"31130","JFK",2013,4,19
"31131","JFK",2013,7,6
"31132","LGA",2013,8,26
"31133","LGA",2013,3,31
"31134","LGA",2013,4,8
"31135","LGA",2013,10,25
"31136","EWR",2013,3,26
"31137","LGA",2013,1,31
"31138","EWR",2013,4,26
"31139","JFK",2013,10,29
"31140","EWR",2013,5,25
"31141","JFK",2013,3,15
"31142","LGA",2013,3,29
"31143","JFK",2013,5,18
"31144","LGA",2013,8,24
"31145","LGA",2013,5,9
"31146","EWR",2013,5,30
"31147","EWR",2013,7,18
"31148","LGA",2013,1,25
"31149","LGA",2013,11,11
"31150","JFK",2013,7,1
"31151","JFK",2013,10,2
"31152","EWR",2013,4,30
"31153","LGA",2013,12,1
"31154","LGA",2013,7,13
"31155","JFK",2013,5,13
"31156","EWR",2013,3,22
"31157","LGA",2013,3,25
"31158","JFK",2013,10,13
"31159","EWR",2013,10,16
"31160","EWR",2013,1,14
"31161","JFK",2013,6,19
"31162","LGA",2013,7,8
"31163","JFK",2013,9,28
"31164","LGA",2013,8,31
"31165","EWR",2013,4,22
"31166","JFK",2013,6,1
"31167","LGA",2013,2,3
"31168","EWR",2013,3,25
"31169","EWR",2013,3,26
"31170","EWR",2013,1,31
"31171","LGA",2013,5,14
"31172","EWR",2013,1,25
"31173","LGA",2013,7,15
"31174","EWR",2013,10,3
"31175","EWR",2013,7,22
"31176","JFK",2013,3,28
"31177","JFK",2013,11,11
"31178","JFK",2013,5,24
"31179","EWR",2013,6,9
"31180","LGA",2013,10,10
"31181","LGA",2013,3,6
"31182","LGA",2013,7,8
"31183","EWR",2013,3,1
"31184","JFK",2013,11,22
"31185","EWR",2013,2,20
"31186","JFK",2013,12,16
"31187","JFK",2013,8,3
"31188","JFK",2013,3,16
"31189","LGA",2013,12,8
"31190","EWR",2013,4,14
"31191","LGA",2013,5,19
"31192","EWR",2013,12,22
"31193","LGA",2013,7,3
"31194","LGA",2013,9,26
"31195","EWR",2013,10,9
"31196","EWR",2013,8,2
"31197","LGA",2013,6,10
"31198","EWR",2013,2,18
"31199","JFK",2013,10,18
"31200","LGA",2013,11,2
"31201","JFK",2013,7,20
"31202","EWR",2013,10,30
"31203","EWR",2013,9,16
"31204","JFK",2013,6,22
"31205","JFK",2013,3,20
"31206","EWR",2013,8,2
"31207","LGA",2013,12,20
"31208","LGA",2013,7,11
"31209","LGA",2013,8,16
"31210","JFK",2013,10,14
"31211","LGA",2013,2,16
"31212","EWR",2013,11,21
"31213","EWR",2013,12,25
"31214","EWR",2013,1,25
"31215","JFK",2013,6,3
"31216","EWR",2013,4,6
"31217","EWR",2013,1,12
"31218","EWR",2013,3,2
"31219","LGA",2013,5,3
"31220","LGA",2013,4,20
"31221","EWR",2013,12,15
"31222","EWR",2013,11,11
"31223","EWR",2013,11,5
"31224","LGA",2013,10,1
"31225","LGA",2013,10,2
"31226","EWR",2013,9,14
"31227","LGA",2013,7,18
"31228","JFK",2013,7,21
"31229","LGA",2013,11,24
"31230","JFK",2013,2,23
"31231","LGA",2013,7,20
"31232","LGA",2013,6,19
"31233","EWR",2013,11,6
"31234","JFK",2013,8,9
"31235","EWR",2013,1,30
"31236","JFK",2013,7,31
"31237","JFK",2013,2,21
"31238","JFK",2013,1,28
"31239","JFK",2013,7,10
"31240","EWR",2013,3,26
"31241","EWR",2013,10,27
"31242","LGA",2013,10,19
"31243","LGA",2013,1,12
"31244","EWR",2013,1,28
"31245","LGA",2013,3,12
"31246","EWR",2013,2,12
"31247","JFK",2013,9,13
"31248","JFK",2013,10,5
"31249","EWR",2013,8,15
"31250","EWR",2013,8,26
"31251","LGA",2013,12,4
"31252","JFK",2013,11,15
"31253","LGA",2013,10,19
"31254","LGA",2013,9,25
"31255","JFK",2013,7,10
"31256","EWR",2013,3,5
"31257","EWR",2013,1,31
"31258","LGA",2013,11,2
"31259","EWR",2013,11,4
"31260","JFK",2013,3,27
"31261","JFK",2013,4,23
"31262","JFK",2013,4,25
"31263","EWR",2013,8,29
"31264","JFK",2013,3,26
"31265","LGA",2013,1,9
"31266","EWR",2013,2,22
"31267","LGA",2013,9,9
"31268","EWR",2013,8,3
"31269","JFK",2013,10,24
"31270","EWR",2013,12,13
"31271","EWR",2013,8,1
"31272","JFK",2013,11,26
"31273","LGA",2013,10,6
"31274","LGA",2013,6,13
"31275","EWR",2013,11,27
"31276","LGA",2013,10,31
"31277","EWR",2013,3,7
"31278","EWR",2013,9,13
"31279","EWR",2013,5,19
"31280","LGA",2013,2,21
"31281","EWR",2013,4,2
"31282","EWR",2013,9,18
"31283","LGA",2013,1,15
"31284","JFK",2013,7,5
"31285","JFK",2013,5,15
"31286","JFK",2013,3,10
"31287","LGA",2013,9,2
"31288","LGA",2013,7,31
